================================================================================
CICERO FULL CORPUS ANALYSIS (Stanza Lemmatization)
Source: Latin Library (Full Text)
Method: Stanza NLP (UD Model), Window Size: 5, Stopwords Removed
================================================================================

Total Files Processed: 138
Total Lemmas: 632835
Unique Pairs Found: 1542989

TOP COLLOCATIONS by PMI (Min count: {min_occurrence})
--------------------------------------------------------------------------------
Collocation                              | PMI        | Count
('attico', 'sept')                       |       8.34 |     5
('dactylus', 'posterus')                 |       8.34 |     5
('libero', 'obsidio')                    |       8.33 |    10
('proconsulus', 'unus')                  |       8.33 |     9
('manubia', 'praeda')                    |       8.33 |     7
('fannis', 'roscus')                     |       8.33 |     5
('fidius', 'medius')                     |       8.33 |    23
('aes', 'castor')                        |       8.33 |     9
('iunia', 'thessalono')                  |       8.33 |     5
('iiietas', 'nonys')                     |       8.32 |     5
('carcer', 'emitto')                     |       8.32 |     8
('plato', 'xenocratus')                  |       8.30 |    10
('decuma', 'triticum')                   |       8.30 |    18
('area', 'pacio')                        |       8.30 |     5
('pyxidim', 'trado')                     |       8.29 |     8
('lacrima', 'squalor')                   |       8.29 |     6
('apronius', 'dictito')                  |       8.29 |     5
('pietas', 'sanctitas')                  |       8.29 |     6
('edictum', 'quinco')                    |       8.29 |     7
('minis', 'terror')                      |       8.28 |     5
('inconstantia', 'levitas')              |       8.28 |     8
('campanus', 'leontinus')                |       8.28 |     5
('tiro', 'tullius')                      |       8.28 |     9
('cras', 'hodie')                        |       8.28 |     6
('decembrum', 'unus')                    |       8.28 |    13
('argumentatio', 'ratiocinatio')         |       8.27 |     5
('martio', 'mensis')                     |       8.27 |    12
('lateque', 'longe')                     |       8.27 |     6
('longus', 'syllaba')                    |       8.27 |    10
('longus', 'paean')                      |       8.27 |     5
('ccciccx', 'hs')                        |       8.27 |     5
('immensus', 'infinitus')                |       8.26 |     6
('intestor', 'morior')                   |       8.26 |     6
('alo', 'sustento')                      |       8.25 |     5
('imprimo', 'vestigium')                 |       8.24 |     6
('decembriam', 'idus')                   |       8.23 |     7
('fungor', 'munus')                      |       8.23 |    16
('prohibeo', 'prouincia')                |       8.23 |     5
('epistvlar', 'familia')                 |       8.22 |    13
('laelius', 'scipium')                   |       8.22 |    29
('heres', 'pupillum')                    |       8.21 |     6
('ager', 'fertilis')                     |       8.21 |    10
('ai', 'attico')                         |       8.21 |   337
('luctus', 'maeror')                     |       8.21 |     6
('aprilus', 'unus')                      |       8.21 |    19
('accessus', 'sol')                      |       8.21 |     5
('nudo', 'spolio')                       |       8.20 |     6
('cinna', 'sulla')                       |       8.20 |     7
('novembr', 'unus')                      |       8.19 |     9
('cado', 'numerose')                     |       8.19 |     7
('divinatio', 'praesensio')              |       8.19 |     7
('adversa', 'secundus')                  |       8.19 |     6
('cohortus', 'legio')                    |       8.19 |     8
('c.us', 'septux')                       |       8.18 |     6
('c.us', 'quirina')                      |       8.18 |     6
('offero', 'ultro')                      |       8.18 |     5
('dolor', 'privatio')                    |       8.18 |     6
('constitutio', 'iudicatio')             |       8.18 |     9
('ira', 'ulcisco')                       |       8.18 |     7
('aro', 'fortunasqui')                   |       8.18 |     6
('argentus', 'pondus')                   |       8.17 |     8
('laelium', 'philus')                    |       8.16 |     5
('divinatio', 'praedictio')              |       8.16 |     5
('quinctilus', 'unus')                   |       8.16 |     8
('cinna', 'marius')                      |       8.16 |     5
('accuto', 'deferdo')                    |       8.16 |     5
('capto', 'misericordia')                |       8.16 |     6
('assiduus', 'iubeo')                    |       8.15 |     6
('desig', 'sanctus')                     |       8.15 |     9
('maiestas', 'minuo')                    |       8.15 |    20
('insto', 'urgeo')                       |       8.15 |     5
('aestimo', 'litus')                     |       8.15 |     8
('ianias', 'kalata')                     |       8.15 |     9
('kal', 'xiiis')                         |       8.14 |     5
('kal', 'sextilus')                      |       8.14 |     5
('impero', 'mamertio')                   |       8.14 |     9
('ferrum', 'lapis')                      |       8.14 |     9
('mutina', 'oppugno')                    |       8.14 |     9
('catulus', 'porticus')                  |       8.14 |     8
('epicurus', 'hieronymus')               |       8.13 |     5
('fraudo', 'roscus')                     |       8.13 |     8
('beateque', 'vivo')                     |       8.13 |     9
('ai', 'aprus')                          |       8.13 |    47
('mensis', 'novembr')                    |       8.13 |     6
('adverior', 'secundus')                 |       8.13 |     5
('caedus', 'incendia')                   |       8.13 |     5
('matrimonium', 'soror')                 |       8.12 |     5
('hirtium', 'pansa')                     |       8.12 |     6
('cumanus', 'nonys')                     |       8.12 |     6
('leontinus', 'triticum')                |       8.12 |     5
('administro', 'providentia')            |       8.11 |     6
('manifestus', 'venenum')                |       8.11 |     5
('constitutio', 'deliberatio')           |       8.11 |    14
('postliminio', 'redeo')                 |       8.11 |     5
('auguris', 'haruspex')                  |       8.11 |     5
('commendatio', 'cumulus')               |       8.11 |     6
('martius', 'quartus')                   |       8.11 |     6
('moderatio', 'temperantia')             |       8.11 |    12
('fortitudo', 'temperantia')             |       8.11 |    12
('muto', 'vestima')                      |       8.10 |    11
('gratiosus', 'splendidus')              |       8.10 |     6
('approbatio', 'perspicuus')             |       8.10 |    11
('succumbo', 'vinco')                    |       8.10 |     5
('constantia', 'stabilitas')             |       8.10 |     5
('kalio', 'sextilis')                    |       8.10 |    11
('februarius', 'mensis')                 |       8.09 |    17
('ludus', 'polluo')                      |       8.09 |     8
('maius', 'unus')                        |       8.08 |    22
('copus', 'parthus')                     |       8.08 |     6
('cethego', 'lentulus')                  |       8.08 |     5
('decuma', 'iuger')                      |       8.08 |     8
('luctus', 'squalor')                    |       8.08 |     6
('aestimo', 'lis')                       |       8.08 |    11
('latin', 'pax')                         |       8.08 |   139
('libra', 'pax')                         |       8.08 |   139
('augur', 'auspicium')                   |       8.07 |    14
('pulchum', 'unus')                      |       8.07 |     9
('classics', 'pax')                      |       8.07 |   138
('anima', 'verto')                       |       8.07 |     6
('mensis', 'sextilus')                   |       8.07 |    12
('kal', 'priestio')                      |       8.06 |     7
('rutilis', 'scaurus')                   |       8.06 |     5
('antecedo', 'repugno')                  |       8.06 |    11
('cosientia', 'damen')                   |       8.06 |     6
('proconsulus', 'scremiastio')           |       8.06 |     7
('paries', 'tego')                       |       8.06 |     5
('licine', 'venibso')                    |       8.06 |     5
('aprus', 'formianus')                   |       8.05 |    11
('discordia', 'seditio')                 |       8.05 |     7
('hs', 'milis')                          |       8.05 |     6
('aegritudo', 'necopino')                |       8.05 |     5
('aedes', 'castor')                      |       8.05 |     5
('conversio', 'luna')                    |       8.04 |     5
('valitudo', 'viris')                    |       8.04 |     5
('mares', 'terra')                       |       8.04 |    20
('promitto', 'vadimonium')               |       8.04 |    14
('avo', 'paternus')                      |       8.04 |     5
('decuma', 'leontinus')                  |       8.04 |    11
('argentum', 'aurum')                    |       8.04 |    17
('laeleo', 'laelius')                    |       8.04 |     6
('flagitiosus', 'foedus')                |       8.03 |     5
('mamertinus', 'publice')                |       8.03 |    15
('municipium', 'praefectura')            |       8.03 |     6
('deiotus', 'rex')                       |       8.03 |     5
('colonia', 'deduco')                    |       8.03 |    31
('conventus', 'negotiator')              |       8.03 |     5
('poema', 'varius')                      |       8.02 |     5
('dis', 'inmortalis')                    |       8.02 |    33
("'vido", 'scipium')                     |       8.02 |     5
('indigeo', 'separo')                    |       8.02 |     6
('formianus', 'pridor')                  |       8.02 |     5
('conatus', 'reprimo')                   |       8.02 |     7
('damen', 'procos')                      |       8.02 |    21
('assumptio', 'perspicuus')              |       8.01 |     8
('cohortatio', 'consolatio')             |       8.01 |     5
('decum', 'decuma')                      |       8.01 |    10
('cella', 'frumentum')                   |       8.01 |    17
('arma', 'cepiro')                       |       8.00 |     5
('familiaris', 'laris')                  |       8.00 |     8
('domesticus', 'intestinus')             |       7.99 |     5
('astura', 'martus')                     |       7.99 |     7
('aqua', 'arceo')                        |       7.99 |     5
('societas', 'vinculum')                 |       7.98 |     8
('caes', 'rapina')                       |       7.98 |     6
('ai', 'antia')                          |       7.98 |     8
('iunia', 'kal')                         |       7.98 |    12
('kal', 'u.s')                           |       7.98 |    12
('iter', 'superum')                      |       7.97 |     5
('gracchus', 'to')                       |       7.97 |     9
('aprus', 'attico')                      |       7.97 |    45
('desigo', 'unus')                       |       7.97 |     7
('diodorus', 'honestas')                 |       7.97 |     5
('ascendo', 'gradus')                    |       7.97 |     7
('hs', 'modius')                         |       7.96 |     6
('polluo', 'violo')                      |       7.95 |     5
('definitio', 'divisio')                 |       7.95 |     5
('ager', 'recentoricus')                 |       7.95 |     5
('oraclum', 'somnium')                   |       7.94 |     6
('decuria', 'tertius')                   |       7.94 |     7
('acilius', 'unus')                      |       7.94 |    11
('flago', 'furtum')                      |       7.94 |     5
('cumanus', 'maia')                      |       7.94 |     8
('mane', 'postridio')                    |       7.93 |     6
